x,y,z
-38.92822695035461,-6.959999999999994,49.64652482269504
41.10085773439812,-9.549837326234837,50.80981958000592
-20.181706063720455,35.92394655704007,35.24563206577595
22.550634146341466,33.20078048780488,37.34087804878048
-35.53408838552076,32.90073284477015,29.92538307794804
38.77784640724727,32.904673666872554,29.301214741610053
-48.795761078998076,11.49132947976878,17.801541425818883
49.92709077912795,13.675482487491053,20.19585418155826
-45.890075128509295,28.666666666666657,12.582839066824832
50.061366806136675,28.901906090190607,12.817294281729431
-41.37346437346437,31.056511056511056,-8.076167076167074
45.82608695652175,33.418764302059486,-7.988558352402748
-47.378542510121456,-9.751012145748987,12.635627530364374
52.381667918858,-7.537190082644628,13.32982719759579
-6.809734513274336,3.129424778761063,60.535398230088504
8.246309574019406,-1.0932096161956935,60.512863770560955
-8.900000000000006,13.930769230769243,-13.00769230769231
10.124567474048447,14.664359861591691,-12.560553633217992
-6.817406143344712,48.22696245733789,28.805460750853243
8.75070290534208,49.52858481724462,28.92689784442362
-6.527363184079604,52.25538971807629,-8.762852404643446
7.834112149532714,50.406542056074755,-8.516355140186917
-6.696148359486443,35.04992867332382,-19.292439372325248
8.002684563758393,34.451006711409406,-19.436241610738257
-14.236363636363635,35.618181818181824,-21.083636363636366
16.421900161030592,37.098228663446065,-21.25925925925926
-25.03837471783295,46.7629796839729,-16.112866817155755
28.601851851851848,48.46296296296296,-16.1820987654321
-28.663139329805993,23.400352733686077,-19.495590828924165
33.042857142857144,24.867857142857133,-19.4
-42.52791878172589,39.85786802030458,-15.116751269035532
47.75531914893617,36.72340425531914,-16.244680851063826
-35.410118406889126,5.440258342303565,2.1722282023681316
38.721311475409834,5.027699265121527,0.8015828151497999
-5.824790307548923,34.46598322460392,12.065237651444548
8.117288651942118,35.72277227722773,14.432597105864431
-6.997555012224936,-16.585574572127143,40.26283618581907
7.664094416704501,-10.197004085338179,38.43758511121199
-6.188295165394408,-44.16793893129771,22.463104325699746
7.141141141141148,-43.09309309309309,20.516516516516518
-25.25536480686695,-21.963519313304715,-11.384120171673821
28.94503171247358,-20.991543340380545,-11.577167019027485
-21.492842535787318,-17.29243353783231,-21.918200408997954
25.148409893992934,-16.300353356890454,-21.743816254416963
-23.509090909090915,-1.9454545454545524,-18.454545454545453
27.05645161290323,-0.5725806451612954,-18.806451612903224
-10.056657223796037,-77.54900849858356,5.473087818696882
15.709833422890924,-74.44922084900591,8.019344438473937
-8.398312236286927,-80.5434599156118,26.17215189873417
13.122881355932208,-80.70621468926554,26.871468926553675
-15.359290290783633,-68.6742237555446,-6.274026614095618
16.077391304347827,-68.14173913043479,-5.215652173913043
-16.756954612005856,-85.61054172767203,26.853587115666173
23.963172804532576,-82.20396600566572,29.284702549575073
-32.639288997854734,-81.99387067116152,14.788844621513945
37.10644391408114,-81.00143198090691,18.095465393794754
-36.48246546227418,-79.56854410201913,-9.164718384697132
37.87057633973711,-83.19110212335693,-8.99292214357937
-31.39514731369151,-41.36221837088388,-21.61525129982669
33.6637519872814,-40.16057233704292,-21.546899841017485
-42.90441932168551,-23.7754367934224,47.4568345323741
41.15825268114045,-26.772691603452785,51.25398901386346
-23.719961240310084,-60.799418604651166,57.66375968992247
25.838811346240433,-60.436740207113914,60.71949572264745
-43.10666121781774,-47.01920719248059,45.42296689824275
46.291449814126395,-47.58810408921933,48.19182156133829
-56.146496815286625,-34.93630573248407,29.119426751592357
57.27116066903193,-32.82209832742018,33.13228585909782
-44.424914675767916,-62.08532423208191,34.27815699658703
45.22831050228311,-61.23858447488584,37.31506849315069
-8.48628192999054,-56.90192368338063,47.13213497319458
9.684436274509807,-57.31188725490196,42.36519607843137
-8.320185614849194,-26.78731631863883,69.02088167053364
7.126794258373209,-32.942583732057415,66.79186602870814
-11.767151767151773,9.723492723492711,8.070686070686065
14.494969818913475,10.776659959758547,8.148893360160969
-24.20812685827552,2.600594648166492,1.0703666997026744
27.484962406015043,3.6785714285714164,1.1936090225563873
-18.061433447098977,-1.3583617747440258,-1.0443686006825885
20.921428571428578,-1.057142857142864,-1.085714285714289
-11.300917431192659,-18.869724770642208,6.60366972477064
12.703878902554393,-18.768211920529808,6.7284768211920465
-42.346666666666664,-20.03555555555556,8.675555555555562
45.700404858299606,-18.315789473684205,9.085020242914979
-53.43554006968641,-22.009581881533094,5.840592334494772
57.83253740846865,-23.01050620821394,5.418656478828396
-40.15408560311284,13.867704280155635,-21.436575875486383
47.937219730941706,13.45739910313901,-18.1898355754858
-55.86887899635775,-34.98421691622825,-3.584783488466215
57.15990020412792,-38.565661147652534,-2.7752324790201897
-36.602666666666664,13.354666666666674,-35.40533333333333
43.981418918918905,13.275337837837839,-33.554054054054056
-50.03625,-29.291875000000005,-24.519374999999997
53.37158931082982,-32.13445850914205,-23.737834036568216
